platform,type,title,director,cast,country,release_year,rating,duration_minutes,num_seasons,genres,keywords,data_quality
Amazon Prime,Movie,The Key to Rebecca,David Hemmings,"Cliff Robertson, David Soul, Season Hubley, Lina Raymond",,1985,Adult,193,,"Action, Drama",key rebecca action drama hemmings,high
Amazon Prime,TV Show,The Kicks,,"Sixx Orange, Isabella Acres, E'Myri Crutchfield, Gabe Eggerling, Sophia Mitri Schloss, Monica Lacy, Tim Martin Gleason",United States,2016,General,,1,Kids,kicks kids,high
Hulu,Movie,The Kid,,,United States,2019,Adult,100,,"Action, Adventure, Drama",kid action adventure drama,medium
Amazon Prime,Movie,The Kid From Brooklyn,Norman Z. McLeod,"Danny Kaye, Virginia Mayo, Vera-Ellen",,1946,Teen,109,,"Arts, Entertainment, And Culture, Comedy",kid brooklyn arts entertainment culture comedy mcleod,high
Disney+,Movie,The Kid Who Would Be King,Joe Cornish,"Louis Ashbourne Serkis, Tom Taylor, Rebecca Ferguson, Patrick Stewart, Denise Gough, Dean Chaumoo","United Kingdom, United States",2019,PG,121,,"Action-Adventure, Coming Of Age, Family",kid who would king action adventure coming age family cornish,high
Amazon Prime,Movie,The Kid with the Golden Arm,Chang Cheh,"Sun Chien, Lo Meng, Pan Ping-Chang, Lu Feng, Chiang Sheng",,1979,Adult,82,,"Action, Drama",kid golden arm action drama cheh,high
Amazon Prime,Movie,The Kid's Last Ride,S. Roy Luby,"Ray ""Crash"" Corrigan, John ""Dusty"" King, Max ""Alibi"" Terhune, Edwin Brian, Luana Walters, Al Bridge, Glenn Strange",,1941,Teen,68,,"Action, Western",kid last ride action western luby,high
Amazon Prime,Movie,The Kids Are All Right,Lisa Cholodenko,"Annette Bening, Julianne Moore, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson",,2010,Adult,107,,"Comedy, Drama, Romance",kids all right comedy drama romance cholodenko,high
Hulu,TV Show,The Kids Are Alright,,,United States,2018,PG,,1,"Comedy, Sitcom",kids alright comedy sitcom,medium
Amazon Prime,Movie,The Kill Team,Dan Krauss,"Nat Wolff, Alexander Skarsgård",,2019,Adult,88,,"Action, Suspense",kill team action suspense krauss,high
Netflix,Movie,The Killer,Marcelo Galvão,"Diogo Morgado, Etienne Chicot, Maria De Medeiros, Deto Montenegro, Jonas Leite, Paulo Gorgulho, Will Roberts, Allan Lima, Eduardo Galvão, Igor Galvão",Brazil,2017,Adult,100,,"Action & Adventure, International Movies",killer action adventure galvão,high
Amazon Prime,TV Show,The Killer Speaks,,Pete Demeo,,2014,Teen,,2,"Documentary, Special Interest",killer speaks documentary special interest,high
Hulu,TV Show,The Killer Speaks,,,,2013,Teen,,2,"Crime, Drama",killer speaks crime drama,medium
Hulu,TV Show,The Killing,,,"Canada, United States",2011,Teen,,4,"Crime, Drama, Mystery",killing crime drama mystery,medium
Netflix,Movie,The Killing of a Sacred Deer,Yorgos Lanthimos,"Colin Farrell, Nicole Kidman, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Sunny Suljic, Bill Camp, Drew Logan, Barry G. Bernson, Denise Dal Vera, Herb Caillouet","Ireland, United Kingdom",2017,Adult,121,,"Dramas, Independent Movies, Thrillers",killing sacred deer dramas independent thrillers lanthimos,high
Netflix,Movie,The Kindergarten Teacher,Sara Colangelo,"Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu","Canada, Israel, United Kingdom, United States",2018,Adult,97,,"Dramas, Independent Movies",kindergarten teacher dramas independent colangelo,high
Netflix,TV Show,The Kindness Diaries,,Leon Logothetis,,2019,PG,,1,Reality Tv,kindness diaries reality,high
Amazon Prime,Movie,The Kindness of Strangers,Lone Scherfig,"Zoe Kazan, Andrea Riseborough, Tahar Rahim, Bill Nighy, Jay Baruchel, Caleb Landry Jones",,2020,Teen,115,,"Drama, Romance",kindness strangers drama romance scherfig,high
Netflix,Movie,The King,David Michôd,"Timothée Chalamet, Joel Edgerton, Robert Pattinson, Ben Mendelsohn, Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Thomasin Mckenzie","Australia, Hungary, United Kingdom",2019,Adult,141,,Dramas,king dramas michôd,high
Amazon Prime,Movie,The King & I,Richard Rich,"Miranda Richardson, Christiane Noll, Martin Vidnovic, Ian Richardson",,1999,General,89,,"Animation, Kids",king animation kids rich,high
Amazon Prime,Movie,The King Maker,Lek Kitaparaporn,"Gary Stretch, John Rhys-Davies, Cindy Burbridge",,2007,Adult,92,,"Action, Romance",king maker action romance kitaparaporn,high
Hulu,Movie,The King Stays King,,,,2012,PG,,,"Documentaries, International, Latino",king stays documentaries latino,medium
Amazon Prime,Movie,The King of Marvin Gardens,Bob Rafelson,"Jack Nicholson, Bruce Dern, Ellen Burstyn, Julia Anne Robinson, Benjamin ""Scatman"" Crothers, Charles Lavine",,1972,Adult,104,,Drama,king marvin gardens drama rafelson,high
Amazon Prime,Movie,The King of Thieves,James Marsh,"Michael Caine, Charlie Cox, Michael Gambon, Jim Broadbent, Ray Winstone",,2019,Adult,109,,"Action, Adventure, Suspense",king thieves action adventure suspense marsh,high
Netflix,TV Show,The King's Avatar,,"Yang Yang, Jiang Shuying, Lai Yumeng, Li Muchen, Lai Yi, Fan Jinwei, Jiang Long, Sun Ning, Li Junchen, Zhao Chulun, Liu Qiushi, Jiang Xueming, Liang Yimu, Yang Tindong, Gao Hanyu, Kuang Muye, Ji Xiangning, Hao Shuai, Song Hanyu, Gu Youming",China,2019,Adult,,1,"International Tv Shows, Tv Action & Adventure, Tv Dramas",king avatar action adventure dramas,high
Amazon Prime,Movie,The King's Guard,Jonathan Tydor,"Eric Roberts, Ron Perlman, Lesley-Anne Down, Brian Cousins",,2000,Teen,92,,Action,king guard action tydor,high
Netflix,Movie,The King's Speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Derek Jacobi, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon","Australia, United Kingdom, United States",2010,Adult,118,,"Dramas, International Movies",king speech dramas hooper,high
Netflix,TV Show,The King: Eternal Monarch,,"Lee Min-Ho, Kim Go-Eun, Woo Do‑Hwan, Kim Kyung-Nam, Jung Eun-Chae, Lee Jung-Jin, Kim Young-Ok",South Korea,2020,Teen,,1,"Crime Tv Shows, International Tv Shows, Korean Tv Shows",king eternal monarch crime korean,high
Netflix,TV Show,The Kingdom,,"Chino Darín, Nancy Dupláa, Joaquín Furriel, Peter Lanzani, Mercedes Morán, Diego Peretti, Vera Spinetta, Nico García Hume, Victoria Almeida, Santiago Korovsky, Patricio Aramburu, Alfonso Tort, Diego Gentile, Néstor Guzzini, Daniel Kuzniecka",Argentina,2021,Adult,,1,"Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows",kingdom crime spanish language,high
Amazon Prime,TV Show,The Kings,,,,2021,Adult,,1,Tv Shows,kings,medium
Amazon Prime,Movie,The Kingsbury Run,James Neyman,"Deanna Sherman, Terry Kiser, Bruno Tatalovic, Mary Faktor, Andrew Gorell",,2018,Adult,125,,"Horror, Suspense",kingsbury run horror suspense neyman,high
Netflix,TV Show,The Kirlian Frequency,,"Nicolás Van De Moortele, Letizia Denise Bloisi, María Dupláa, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso",Argentina,2017,Teen,,1,"International Tv Shows, Spanish-Language Tv Shows, Tv Horror",kirlian frequency spanish language horror,high
Netflix,Movie,The Kissing Booth,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald","United Kingdom, United States",2018,Teen,105,,"Comedies, Romantic Movies",kissing booth comedies romantic marcello,high
Netflix,Movie,The Kissing Booth 2,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young","United Kingdom, United States",2020,Teen,133,,"Comedies, Romantic Movies",kissing booth comedies romantic marcello,high
Netflix,Movie,The Kissing Booth 3,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings","United Kingdom, United States",2021,Teen,114,,"Comedies, Romantic Movies",kissing booth comedies romantic marcello,high
Hulu,TV Show,The Kitchen,,,United States,2014,General,,3,"Cooking & Food, Lifestyle & Culture",kitchen cooking food lifestyle culture,medium
Netflix,Movie,The Kite,Randa Chahal Sabbag,"Flavia Bechara, Maher Bsaibes, Randa Asmar, Renée Dick, Julia Kassar, Liliane Nemri, Ziad Rahbani, Nayef Naji, Edmond Haddad, Alia Nemry","France, Lebanon",2003,Adult,76,,"Dramas, International Movies, Romantic Movies",kite dramas romantic sabbag,high
Amazon Prime,Movie,The Klansman,Terence Young,"Lee Marvin, Richard Burton, Cameron Mitchell, O.J. Simpson, Lola Falana, David Huddleston, Luciana Paluzzi, Linda Evans, Ed Call, John Alderson, John Pearce, David Ladd, Vic Perrin, Spence Wil-Dee, Wendell Wellman, Hoke Howell, Virgil Frye, Robert Porter, Lee De Broux, Charlie Briggs, Morgan Upton, Eve Christopher, Susan Brown, Gary L. Catus, Jeannie Bell, Jo Ann Cowell, Scott Edmund Lane, Bert Williams, Larry Williams, Staple Singers, Mavis Staples, Roebuck 'Pops' Staples, Gene Lehfeldt, Conrad E. Palmisano",,1974,Adult,101,,Drama,klansman drama young,high
Netflix,Movie,The Knight Before Christmas,Monika Mitchell,"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Harry Jarvis, Mimi Gianopulos, Ella Kenion, Jean-Michel Le Gal, Arnold Pinnock",United States,2019,Teen,93,,"Children & Family Movies, Comedies, Romantic Movies",knight before christmas children family comedies romantic mitchell,high
Netflix,Movie,The Knight and the Princess,Bashir El Deek,"Sedky Sakhr, Hashem El Garhy, Shahira Kamal, Aiemzy, Hani R. Eskander, Saif Abu-Kandil","Egypt, Saudi Arabia",2019,PG,96,,"Action & Adventure, International Movies, Music & Musicals",knight princess action adventure music musicals deek,high
Netflix,TV Show,The Kominsky Method,,"Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh Lathrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny Devito",United States,2021,Adult,,3,"Tv Comedies, Tv Dramas",kominsky method comedies dramas,high
Amazon Prime,Movie,The Kung Fu Master,ABRID SHINE,"Neeta Pillai, Sanoop D, Jiji Scaria",,2020,Adult,120,,Action,kung master action shine,high
Netflix,TV Show,The L Word,,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin","Canada, United States",2009,Adult,,6,"Romantic Tv Shows, Tv Dramas",word romantic dramas,high
Amazon Prime,Movie,The Ladies Man,Jerry Lewis,"Jerry Lewis, Helen Traubel, Kathleen Freeman, Hope Holiday, Lynn Ross",,1961,Teen,96,,Comedy,ladies man comedy lewis,high
Hulu,TV Show,The Lady And The Dale,,,United States,2021,Teen,,1,Documentaries,lady dale documentaries,medium
Amazon Prime,Movie,The Lady Doctor,Camillo Mastrocinque,"Vittorio De Sica, Abbe Lane, Totò",,1957,Kids,99,,Comedy,lady doctor comedy mastrocinque,high
Amazon Prime,Movie,The Lady Vanishes,Diarmuid Lawrence,"Tuppence Middleton, Tom Hughes, Selina Cadell, Keeley Hawes",,2013,Unrated,86,,"Drama, Suspense",lady vanishes drama suspense lawrence,high
Amazon Prime,Movie,The Lady from Shanghai,Orson Welles,"Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders, Ted De Corsia, Erskine Sanford, Harry Shannon",,1948,Adult,88,,"Drama, Suspense",lady shanghai drama suspense welles,high
Netflix,TV Show,The Lady in Dignity,,"Hee-Seon Kim, Seon-A Kim, Sang-Hun Jeong, Tae-Im Lee, Ki-Woo Lee",South Korea,2017,Adult,,1,"International Tv Shows, Korean Tv Shows, Tv Dramas",lady dignity korean dramas,high
Amazon Prime,Movie,The Lair of the White Worm,Ken Russell,"Hugh Grant, Amanda Donohoe, Catherine Oxenberg",,1988,Adult,93,,"Comedy, Horror",lair white worm comedy horror russell,high
Netflix,Movie,The Lake House,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke Van Ammelrooy, Christopher Plummer",United States,2006,PG,98,,"Dramas, Romantic Movies, Sci-Fi & Fantasy",lake house dramas romantic sci fantasy agresti,high
Netflix,Movie,The Lamb,Timothy Reckart,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan",United States,2017,PG,86,,"Children & Family Movies, Faith & Spirituality",lamb children family faith spirituality reckart,high
Netflix,Movie,The Land,Youssef Chahine,"Hamdy Ahmed, Nagwa Ibrahim, Ezzat El Alaili, Tawfik El Deken, Yehia Chahine, Mahmoud El Meleigy, Salah El-Saadany, Ali El Sherif",Egypt,1970,Adult,130,,"Classic Movies, Dramas, International Movies",land classic dramas chahine,high
Amazon Prime,Movie,The Land Between The Lakes,Leslie Ramsey,"Alazel Waller, Leslie Ramsey",,2021,Adult,111,,"Animation, Horror",land between lakes animation horror ramsey,high
Netflix,Movie,The Land of Cards,Qaushiq Mukherjee,"Joyraj Bhattacharya, Rii, Soumyak Kanti Debiswas, Anubrata Basu, Tillotama Shome, Maya Tideman, Tinu Verghese, Immaduddin Shah, Sayani Gupta",India,2012,Teen,113,,"Dramas, Independent Movies, International Movies",land cards dramas independent mukherjee,high
Netflix,TV Show,The Land of Hypocrisy,,"Mohamed Henedy, Dalal Abdel Aziz, Hana Shiha, Mohammed Tharwat, Salwa Mohammed, Mohammed Hafiz, Ibrahim Issa, Leila Ezz Al Arab, Mohammed Mahmoud",Egypt,2018,Teen,,1,"International Tv Shows, Tv Comedies, Tv Sci-Fi & Fantasy",land hypocrisy comedies sci fantasy,high
Netflix,Movie,The Land of Steady Habits,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",United States,2018,Adult,98,,"Comedies, Dramas, Independent Movies",land steady habits comedies dramas independent holofcener,high
Netflix,Movie,The Land of the Enlightened,Pieter-Jan De Pue,Sohrab Nazari,"Afghanistan, Belgium, Germany, Ireland, Netherlands",2016,Adult,84,,"Documentaries, International Movies",land enlightened documentaries pue,high
Netflix,Movie,The Larva Island Movie,Ahn Byoung-wook,"Hong Bum-Ki, Eddy Lee, Kang Shi-Hyun, Ahn Hyo-Min, Kim Yeon-Woo, Choi Nak-Yoon, Tom Wayland, Erica Schroeder",South Korea,2020,Kids,91,,"Children & Family Movies, Comedies",larva island children family comedies byoung-wook,high
Netflix,Movie,The Last Airbender,M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton",United States,2010,PG,104,,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",last airbender action adventure children family sci fantasy shyamalan,high
Hulu,TV Show,The Last Alaskans,,,United States,2015,Teen,,1,"Adventure, Documentaries, Reality",last alaskans adventure documentaries reality,medium
Amazon Prime,Movie,The Last Apostle,Logan Bush,Dr. Mark Fairchild,,2020,Teen,125,,Documentary,last apostle documentary bush,high
Netflix,TV Show,The Last Bastion,,"Giovanni Arce, Mayella Lloclla, Rodrigo Palacios, Priscila Espinoza, Mayra Nájar, Sergio Galliani, Laly Goyzueta, Diego Lombardi",,2018,Adult,,1,"International Tv Shows, Spanish-Language Tv Shows, Tv Dramas",last bastion spanish language dramas,high
Amazon Prime,Movie,The Last Black Man in San Francisco,Joe Talbot,"Jimmie Fails, Jonathan Majors, Danny Glover, Finn Wittrock, Tichina Arnold, Rob Morgan, Mike Epps",United States,2019,Adult,121,,Drama,last black man san francisco drama talbot,high
Amazon Prime,Movie,The Last Black Man in San Francisco (4K UHD,Joe Talbot,"Mike Epps, Jimmie Fails, Finn Wittrock, Danny Glover, Rob Morgan, Tichina Arnold, Jonathan Majors",United States,2019,Adult,121,,"Arthouse, Arts, Entertainment, And Culture, Drama",last black man san francisco uhd arthouse arts entertainment culture drama talbot,high
Netflix,Movie,The Last Blockbuster,Taylor Morden,,United States,2020,Teen,87,,Documentaries,last blockbuster documentaries morden,high
Netflix,Movie,The Last Bomb of the Second World War,Athiyan Athirai,"Dinesh, Anandhi, Munishkanth, Riythvika, John Vijay",India,2019,Teen,133,,"Dramas, Independent Movies, International Movies",last bomb second world war dramas independent athirai,high
Netflix,Movie,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce Mcgill",United States,1991,Adult,105,,"Action & Adventure, Comedies",last boy scout action adventure comedies scott,high
Hulu,Movie,The Last Castle,,,,2001,Teen,131,,"Action, Adventure, Drama",last castle action adventure drama,medium
Amazon Prime,Movie,The Last Circus(English Subtitled,Alex de la Iglesia,"Antonio De La Torre, Carlos Areces, Carolina Bang",,2011,Adult,105,,"Comedy, Drama, Horror",last circus english subtitled comedy drama horror iglesia,high
Netflix,TV Show,The Last Czars,,"Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers",United States,2019,Adult,,1,"Docuseries, Tv Dramas",last czars docuseries dramas,high
Netflix,TV Show,The Last Dance,,"Michael Jordan, Scottie Pippen, Dennis Rodman",United States,2020,Adult,,1,Docuseries,last dance docuseries,high
Netflix,Movie,The Last Days,James Moll,,United States,1998,Teen,87,,Documentaries,last days documentaries moll,high
Amazon Prime,Movie,The Last Days Of Patton,Delbert Mann,"George C. Scott, Eva Marie Saint, Peter Banks, Daniel Benzali, Ron Berglas, Irina Brook, Ray Charleson, Nancy Crane, Frank Dux, Richard A. Dysart, Don Fellows, Alan Freitag, David Gilliam, Terry Gurry, Garrick Hagon, Murray Hamilton, Jeff Harding, Thomasine Heiner, Van Hinman, Lou Hirsch, Erika Hoffman, Sharon Holm, William Hope, Horst Janson, Errol John, Daniel Kash, Ed Lauter, Bradley Lavelle, Lesa Lockford, Amanda Mainard, Christopher Malcolm, Paul Maxwell, Paul Michael, Michael John Paliotti, Oscar Quitak, Shane Rimmer, Devon Scott, Kathryn Leigh Scott, Tony Sibbald, John Sterland, Catherine Strauss, Aaron Swartz, Bryan Torfeh, Trinity Boys Choir, Ian Tyler",,1986,Unrated,148,,"Drama, Military And War",last days patton drama military war mann,high
Netflix,Movie,The Last Days of American Crime,Olivier Megaton,"Edgar Ramírez, Michael Pitt, Anna Brewster, Patrick Bergin, Sharlto Copley, Brandon Auret, Tamer Burjaq, Terence Maynard, James Richard Marshall",United States,2020,Adult,149,,"Action & Adventure, Dramas, Independent Movies",last days american crime action adventure dramas independent megaton,high
Netflix,Movie,The Last Days of Chez Nous,Gillian Armstrong,"Lisa Harrow, Bruno Ganz, Kerry Fox, Miranda Otto, Kiri Paramore, Bill Hunter",Australia,1992,Adult,93,,"Classic Movies, Dramas",last days chez nous classic dramas armstrong,high
Amazon Prime,Movie,The Last Days of Lehman Brothers,Michael Samuels,"James Cromwell, Corey Johnson, Ben Daniels, Michael Landes, Henry Goodman, Michael Brandon, Peter Polycarpou, William Hope, David Annen, Alex Jennings, James Bolam, Richard Durden",,2009,Adult,52,,Drama,last days lehman brothers drama samuels,high
Amazon Prime,Movie,The Last Days on Mars,Ruairi Robinson,"Liev Schreiber, Romola Garai, Elias Koteas",,2013,Adult,98,,"Horror, Science Fiction, Suspense",last days mars horror science fiction suspense robinson,high
Amazon Prime,Movie,The Last Descent,Isaac Halasima,"Chadwick Hopson, Alexis Johnson",,2016,PG,105,,"Drama, Faith And Spirituality, Suspense",last descent drama faith spirituality suspense halasima,high
Netflix,Movie,The Last Exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States",2010,Teen,88,,"Horror Movies, Independent Movies, Thrillers",last exorcism horror independent thrillers stamm,high
Amazon Prime,Movie,The Last Face,Sean Penn,"Charlize Theron, Javier Bardem, Jared Harris, Adele Exarchopoulos",,2017,Adult,131,,Drama,last face drama penn,high
Netflix,Movie,The Last Face,Sean Penn,"Javier Bardem, Charlize Theron, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Merritt Wever, Sibongile Mlambo",United States,2016,Adult,131,,Dramas,last face dramas penn,high
Hulu,Movie,The Last Full Measure,,,United States,2019,Adult,116,,"Action, Adventure, Drama",last full measure action adventure drama,medium
Netflix,Movie,The Last Hangover,Rodrigo Van Der Put,"Fábio Porchat, Gregório Duvivier, Antonio Tabet, Pedro Benevides, Paulo Vieira, Rafael Portugal, Fábio De Luca, Karina Ramil, Evelyn Castro, Pedro Monteiro, Camilo Borges, Gabriel Totoro, Victor Leal, Rafael Logan",Brazil,2018,Adult,44,,"Comedies, International Movies",last hangover comedies put,high
Amazon Prime,TV Show,The Last Hour,,"Sanjay Kapoor, Karma Takapa, Shaylee Krishen, Shahana Goswami, Raima Sen, Robin Tamang, Mandakini Goswami, Lanuakum, Tenzein Choden, Nokshaa Saham",,2021,Adult,,1,"Drama, Suspense",last hour drama suspense,high
Amazon Prime,Movie,The Last House on the Street,Adam Berardi,"Mary Kate Mccormick, Dylan Garcia, Ashley Rene, Jeremy Behie",,2021,Adult,73,,"Comedy, Horror",last house street comedy horror berardi,high
Disney+,Movie,The Last Ice,Scott Ressler,,United States,2020,Teen,82,,"Animals & Nature, Documentary",last ice animals nature documentary ressler,high
Netflix,TV Show,The Last Kids on Earth,,"Nick Wolfhard, Charles Demers, Garland Whitt, Montse Hernandez, Brian Drummond, Giles Panton, Keith David",United States,2020,Kids,,3,"Kids' Tv, Tv Comedies",last kids earth comedies,high
Netflix,Movie,The Last Kids on Earth: Happy Apocalypse to You,Steve Rolston,"Nick Wolfhard, Charles Demers, Montse Hernandez, Garland Whitt, Bruce Campbell, Catherine O'Hara, Brian Drummond, Giles Panton",,2021,Kids,92,,"Children & Family Movies, Comedies",last kids earth happy apocalypse you children family comedies rolston,high
Netflix,TV Show,The Last Kingdom,,"Alexander Dreymon, Emily Cox, David Dawson, Ian Hart, Rune Temte, Matthew Macfadyen, Rutger Hauer, Tobias Santelmann, Peter Gantzler, Adrian Bower, Joseph Millson, Henning Valin Jakobsen, Alexandre Willaume, Thomas W. Gabrielsson",United Kingdom,2020,Adult,,4,"British Tv Shows, International Tv Shows, Tv Action & Adventure",last kingdom british action adventure,high
Netflix,Movie,The Last Laugh,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie Macdowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black",United States,2019,Adult,99,,"Comedies, Dramas",last laugh comedies dramas pritikin,high
Netflix,Movie,The Last Letter From Your Lover,Augustine Frizzell,"Shailene Woodley, Felicity Jones, Callum Turner, Joe Alwyn, Nabhaan Rizwan, Ncuti Gatwa, Emma Appleton, Christian Brassington, Alice Orr-Ewing, Lee Knight, Zoe Boyle, Ben Cross, Diana Kent",United Kingdom,2021,Adult,111,,"Dramas, Romantic Movies",last letter your lover dramas romantic frizzell,high
Amazon Prime,Movie,The Last Lullaby,Jeff Goodman,"Tom Sizemore, Sasha Alexander, Sprague Grayden, Randall Batinkoff, Bill Smitrovich, Omid Abtahi",,2021,Adult,93,,"Action, Drama, Suspense",last lullaby action drama suspense goodman,high
Hulu,TV Show,The Last Man on Earth,,,United States,2015,Teen,,4,"Comedy, Sitcom",last man earth comedy sitcom,medium
Netflix,Movie,The Last Man on the Moon,Mark Craig,Eugene Cernan,United Kingdom,2014,PG,96,,Documentaries,last man moon documentaries craig,high
Netflix,Movie,The Last Mercenary,David Charhon,"Jean-Claude Van Damme, Alban Ivanov, Éric Judor, Patrick Timsit, Miou-Miou, Assa Sylla, Samir Decazza, Valérie Kaprisky, Djimo, Nassim Lyes",,2021,Adult,112,,"Action & Adventure, Comedies, International Movies",last mercenary action adventure comedies charhon,high
Amazon Prime,Movie,The Last Mile (1932,Samuel Bischoff,"Howard Phillips, Preston Foster",,1932,Unrated,69,,Drama,last mile drama bischoff,high
Amazon Prime,Movie,The Last Movie,Bruce Pittman,"Beth Gondek, Nataliya Alyexeyenko, Lawrence Bayne, Dawna Wright, Dwight Mcfee, Aubrey Ives, August Schellenberg, Robert Gulassarian, Vladimir Belov, Larysa Bajus, Laura Rowley, Sarah Higgins, Elissa Mielke, Shiya Zhao, Courtney Lamanna, Dayna Moritz",,2012,Teen,103,,"Arthouse, Drama, Suspense",last arthouse drama suspense pittman,high
Amazon Prime,TV Show,The Last Narc,,"Conseulo 'Chatita' Berrellez, Geneva Camarena, Jorge Godoy",United States,2020,Adult,,1,Documentary,last narc documentary,high
Netflix,TV Show,The Last O.G.,,"Tracy Morgan, Tiffany Haddish, Cedric The Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson",United States,2019,Adult,,2,Tv Comedies,last comedies,high
Amazon Prime,Movie,The Last Outlaw,Brett Kelly,"Michael Paré, Lawrence Evenchick, Mike Tarp",,2014,Teen,82,,Western,last outlaw western kelly,high
Netflix,Movie,The Last Paradiso,Rocco Ricciardulli,"Riccardo Scamarcio, Gaia Bermani Amaral, Valentina Cervi, Antonio Gerardi, Federica Torchetti, Anna Maria De Luca, Lucia Zotti, Nicoletta Carbonara, Donato Placido, Mimmo Mignemi",Italy,2020,Adult,107,,"Dramas, International Movies, Romantic Movies",last paradiso dramas romantic ricciardulli,high
Amazon Prime,Movie,The Last Party,"Mark Benjamin, Marc Levin","Robert Downey Jr., Mary Stuart Masterson, Oliver Stone, Sean Penn, Jerry Brown, Al Sharpton",,1993,Adult,96,,Documentary,last party documentary levin,high
Amazon Prime,Movie,The Last Photograph,Danny Huston,"Danny Huston, Jonah Hauer-King, Stacy Martin, Sarita Choudhury, Vincent Regan, Michelle Ryan, Jaime Winstone",,2017,Adult,85,,Drama,last photograph drama huston,high
Amazon Prime,TV Show,The Last Post,,"Jessie Buckley, Jeremy Neumark Jones, Tom Glynn-Carney",,2017,Adult,,1,"Drama, Historical, Military And War",last post drama historical military war,high
Hulu,Movie,The Last Race,,,United States,2018,Unrated,75,,Documentaries,last race documentaries,medium
Netflix,Movie,The Last Resort,"Dennis Scholl, Kareem Tabsch",,United States,2018,Teen,70,,Documentaries,last resort documentaries tabsch,high
Amazon Prime,Movie,The Last Round-Up,John English,"Gene Autry, Champion, Jean Heather",,1947,Teen,78,,Western,last round western english,high
Netflix,Movie,The Last Runway,"Rodrigo Salomón, Pietro Scappini","Luis Aguirre, Andrea Quattrocchi, Silvio Rodas, Felix Medina, Gonzalo Vivanco, Bruno Sosa, Andrea Frigerio, Mauricio A. Jortack, Rafael Rojas Doria, Roberto Weiss, Fabio Chamorro, Sergio Quiñonez Román, David Gerber","Argentina, Paraguay",2018,Adult,107,,"Action & Adventure, International Movies",last runway action adventure scappini,high
